command,beacons_mines_c4,info,kick_ban,messages,mute,players_management,server_settings,ranks,moderation_settings,game_management,team_management
about,,,,,,,v
addmute,,,,,v,,,,,
addreg,,,,,,v
admin,,,,,,,v,,v
allow,,,v,,,,
amsg,,,,v,,,
atm,,,,,,,v,,v
auth,,,,,,v,v,,v
autoannounce,,,,v,
autokb,,,v,,
autokb_list,,,v,,
ban,,,v,,
banhw,,,v,,
banip,,,v,,
banlistfds,,,v,,
banlog,,,v,,
banserial,,,v,,
beaconall,v,,,,
beaconfastall,v,,,,
blamoall,,,,,,v
bmute,v,,,,v,
buildings,,v,,,
c4mute,v,,,,v,
clearwarningstats,,,,,,v
cmsg,,,,v,
cmsgp,,,,v,
cmsgt,,,,v,
custom_commands,,v,,,
delautokb,,,v,,
delban,,,v,,
delbanfds,,,v,,
deljoin,,,,v,
delmute,,,,,v,
delrank,,,,,,v,,v
delreg,,,,,,v,,
deltime,,,,,,,,,,v
delwarn,,,,,,v
die,,,,,,,v
disarm,v,,,,
disarmb,v,,,,
disarmp,v,,,,
donators,,v,,,
dtm,,,,,,,,,v
dumplogs,,,,,,,v
eject,,,,,,v,,,,
fds,,,,,,v,,,
freeze,,,,,,,v,,,v
friendlyfire,,,,,,,,
ftc,,,,,,v,,,,,v
ftc2,,,,,,v,,,,,v
ftc3,,,,,,v,,,,,v
ftc4,,,,,,v,,,,,v
gameinfo,,v,,,
gameover,,,,,,,,,,v
getbw,,,,,,v
givepoints,,,,,,v
givepow,,,,,,v
godmodeall,,,,,,v,,,,v
gravgunall,,,,,,v,,,,v
gunnersall,,,,,,v,,,,v
help,,v,,,,
hostmsg,,,,v,
hwbanforced,,,v,,
hwbanlist,,,v,,
hwhash,,,,,,v
hwnick,,,,,,v
hwrefresh,,,,,,v
ids,,v,,,,
joinsound,,,,,,v
kick,,,v,,
kicklog,,,v,,
kill,,,,,,v
killharv,,,,,,,,,,v
killsound,,,,,,v
leavesound,,,,,,v
lips,,v,,,,v
listreg,,v,,,,v
lns,,v,,,,v
logsearch,,v,,,,
maplist,,v,,,,,,,,
massdisarmb,v,,,,,,,,,v
massmurder,,,,,,,,,,v
maxarmorall,,,,,,v,,,,
mdelrank,,,,,,v,,v
mlimit,v,v,,,,
modafk,,,,,,,,,v,
modback,,,,,,,,,v
modlist,,v,,,,,,,v
modules,,,,,,,v
money,,,,,,v
moneyall,,,,,,v,,,,v
mrank,,,,,,,,v
mrankallow,,,,,,,,v
mrankignore,,,,,,,,v
mrankmerge,,,,,,,,v
mrankstats,,,,,,,,v
mtop,,,,,,,,v
mupdate,,,,,,,,v
murder,,,,,,v,
mute,,,,,v,
muteinfo,,,,,v,
mutelist,,,,,v,
n00b,,,,,,v
nextmap,,v,,,
nukeall,v,,,,,
nukefastall,v,,,,
page,,,,v,
pagemods,,,,v,
pamsg,,,,v,
pedestals,v,,,,,,,,,v
ping,,v,,,,
playerinfo,,v,v,,,v
players,,v,,,
plimit,,,,,,,v,,,v
plugin_load,,,,,,,v
plugin_unload,,,,,,,v
plugins,,,,,,,v
postmsg,,,,v,
ppage,,,,v,
psound,,,,,,,,,,v
qkick,,,v,,
ragequit,,,,,
rank,,,,,,,,v
rankallow,,,,,,,,v
rankignore,,,,,,,,v
rankmerge,,,,,,,,v
rankstats,,,,,,,,v
rebuild,,,,,,,,,,v
rec,,,,,,v
recallow,,,,,,v
recignore,,,,,,v
recs,,v,,,,
refund,,,,,,v,
rehash,,,,,,,v
report,,,,,,v
requestmods,,,,,,,,,v
rotation,,v,,,
rules,,v,,,
screenshot,,,,,,v
scripts,,v,,,
seen,,v,,,
serialbanforced,,,v,,
serialbanlist,,,v,,
serialhash,,,,,,v
serialnick,,,,,,v
set,,,,,,,v
setbw,,,,,,v,
setcolor,,,,,,v
setjoin,,,,v,,v
setjoinsound,,,,,,v
setkillsound,,,,,,v
setleavesound,,,,,,v
settime,,,,,,,,,,v
show_warnings,,v,,,
show_warnings_all,,v,,,
showmods,,v,,,
showmsgs,,v,,v,
shown00bs,,v,,,,
shun,,,,,,v
snda,,,,,,,,,,v
sndp,,,,,,,,,,v
sndt,,,,,,,,,,v
snm,,,,,,,,,,v
spectate,,,,,,v
stats,,,,,,v
statsme,,v,,,
takepoints,,,,,,v
tbot,,,,,,v
tbotdel,,,,,,v
tbotlist,,,,,,v
teamplayers,,v,,,,
tempmute,,,,,v,
tempunmute,,,,,v,
timegame,,v,,,
togglesounds,,,,,,,,
top,,,,,,,,v
totalips,,,,,,,v,
tpage,,,,v,
unblamoall,,,,,,
unfreeze,,,,,,v
unmute,,,,,v,
unrefund,,,,,,v
unshun,,,,,,v
update,,,,,,,,v
updatesounds,,,,,,,v,
vehicles,,v,,,
version,,v,,,
viewjoin,,,,v,
vip,,,,,,v
vlimit,,v,,,
warn,,,,,,v
warning_stats,,v,,,
warnings,,v,,,,v
winvite,,,,,,v
wpage,,,,v,
